verb,count
وتمكنوا,4
تقديسيه,4
تعيقها,4
تفكيكه,4
كائنا,4
سهيل,4
نصيبها,4
توجيهيا,4
يتماهي,4
خلكان,4
سميه,4
توازي,4
تعددا,4
للمحتاجين,4
وفنون,4
سماه,4
تدميرها,4
والاقران,4
يرنو,4
طبقوا,4
ينبض,4
نعد,4
يوصف,4
يرسخ,4
تتجمع,4
يقلص,4
ونشرت,4
تلغي,4
سيمائيه,4
يسري,4
حققوا,4
تتجاذب,4
ابرزنا,4
تصوراتنا,4
ننسي,4
يصلنا,4
والامين,4
عقدين,4
تعاقبت,4
عصفت,4
توقعاتهم,4
حتم,4
بالامكان,4
نهي,4
تعجز,4
عملنا,4
مضمونا,4
والثابت,4
يريده,4
نحقق,4
تغفل,4
لبثت,4
ضروريين,4
لتقنين,4
يكتمل,4
طريقتين,4
دفين,4
بالاعلان,4
وعززت,4
يلتقط,4
تماهي,4
وانتهت,4
يطبقون,4
تله,4
ابدوا,4
اندلسيين,4
نسبها,4
سيمس,4
يستوعب,4
يتعرف,4
تقيمها,4
يترافق,4
باءت,4
وتتباين,4
تعاطف,4
تشيع,4
يستعملون,4
يتوازن,4
نعلم,4
يكثر,4
يضفيه,4
باستبيان,4
تصاغ,4
كافيين,4
تنحدر,4
تدخلت,4
يندرجون,4
مختارين,4
نرجسيا,4
وتجاوزت,4
داروين,4
يستدل,4
مؤشرين,4
تاجر,4
تلوثه,4
سرقه,4
بارزتين,4
تدير,4
تحصيليه,4
يتعزز,4
ثان,4
مكملين,4
والصرافين,4
دائمين,4
ومكون,4
تفاوضيه,4
يعترب,4
بلغوا,4
نفعيه,4
عزت,4
ينحصر,4
تاسيسا,4
توكيل,4
انتصرت,4
يتطلبه,4
منهجيتنا,4
قلنا,4
يدعوا,4
تقصيريا,4
يتمتعن,4
مهيمنا,4
تراهن,4
تراجعوا,4
سقوطها,4
لتمارين,4
مصارعين,4
تابعين,4
تعادل,4
بتافيلالت,4
تليه,4
نازله,4
للبيان,4
تجلب,4
تدبر,4
سماها,4
للتباين,4
والمشاهدين,4
تدفعنا,4
تربطها,4
يزل,4
تجددها,4
يطلع,4
زاويتين,4
سلاما,4
تعتيم,4
يحركها,4
فئتين,4
نتعرض,4
سابقين,4
استحوذت,4
تامليه,4
تذليل,4
بلبنان,4
يكتبها,4
بالسكان,4
نقول,4
يولدها,4
مهمان,4
سلسه,4
يعادي,4
سبقوه,4
ينفرد,4
تنوعه,4
للمضمون,4
واللغويون,4
للدولتين,4
لوجون,4
طوروا,4
يتفقان,4
ناشئي,4
جديدين,4
عيان,4
ومختصين,4
بالمضمون,4
تجليها,4
اقتضت,4
يؤيدون,4
للمدققين,4
بالمسلمين,4
يكافح,4
نحت,4
للخريجين,4
والضعيفين,4
واحتضان,4
يتبادر,4
والت,4
تتوازن,4
عرفوا,4
توصيلها,4
للايمان,4
والدايت,4
ضابطين,4
فانتقلت,4
صينيين,4
مجمعين,4
يكفيان,4
يختلفان,4
سنتي,4
تكافح,4
تشد,4
وجون,4
نسمع,4
تعريه,4
وصارت,4
تحديثا,4
تصحيحه,4
نفقاتها,4
تلاحما,4
يهتدي,4
نشاطاتهم,4
تسليطه,4
نروم,4
غانا,4
تتكرر,4
ركنين,4
توقعه,4
لوين,4
يتسق,4
تهمل,4
تلتصق,4
يصوغ,4
رئيسيان,4
ضربت,4
تكتف,4
للمبتدئين,4
غجايت,4
ناقشوا,4
متناسين,3
نصها,3
علمين,3
علماؤنا,3
يتواجد,3
يصيب,3
ومتوازنا,3
مبدعين,3
يتفرد,3
ادانت,3
والمقرضين,3
تعويضه,3
كوزون,3
تضررت,3
يفردوا,3
نسجل,3
ضابطتين,3
كبيرين,3
راحوا,3
تبرئه,3
لينهلوا,3
يعتزم,3
اخذوا,3
عجزت,3
توليديه,3
يكملان,3
شوهت,3
تتخلل,3
تناقلته,3
زاروا,3
تجمعهم,3
تنفصل,3
للاركان,3
نتوقف,3
يتامل,3
تمييزه,3
نحيد,3
نوستالجيا,3
تخصها,3
بالمجموعتين,3
توطد,3
تاصيلا,3
يدويه,3
شاعرنا,3
مستقبلنا,3
تحميلهم,3
وبالتعاون,3
ومحللين,3
واختاروا,3
اكانوا,3
تعطيلها,3
يجدها,3
ترفيهي,3
تتذبذب,3
تحولهم,3
تتنقل,3
ويتمتعون,3
تذبذبا,3
ناسخي,3
تنعقد,3
تفاسيرها,3
وهدفنا,3
يدركوا,3
ولتامين,3
تتبدي,3
تاملاته,3
يتسلل,3
لموباسان,3
وجمعوا,3
يتدرج,3
تحكمت,3
تنتظم,3
سيعتمده,3
وتقنين,3
تناغما,3
حددنا,3
كمحركين,3
اخرجت,3
تمييزيه,3
يعطل,3
تفتيت,3
نموت,3
يخوض,3
جوهريين,3
تجريدها,3
والتقنيين,3
بالمسجونين,3
تطلق,3
يستحدث,3
واقترنت,3
يساهما,3
تخييل,3
ستمكن,3
تقلدوا,3
تحديدهم,3
يبدي,3
تخليه,3
عامين,3
يتخطي,3
يستحضر,3
تناسقه,3
يتوازي,3
يورد,3
ساعده,3
وموظفين,3
راهنا,3
يلج,3
تسع,3
وترجمت,3
راوا,3
نسوا,3
تثبتهم,3
تاهيلا,3
تستغلها,3
تخصيصها,3
فكرت,3
تقاريظ,3
تحدثت,3
تودع,3
كمؤرخين,3
يدين,3
والثلاثين,3
نهر,3
تربيتهم,3
يوائم,3
وتحولت,3
يجدوا,3
نوقشت,3
متكاملان,3
يشجعهم,3
بنين,3
تلفظ,3
لللاعبين,3
وذكرت,3
يوافق,3
يقربونهم,3
تولوا,3
يشكك,3
ساعين,3
والمثقفون,3
تعظم,3
نفسيهما,3
يورط,3
يثرب,3
نظرتنا,3
سلكها,3
ودعمت,3
ينحني,3
يفوت,3
للحرفيين,3
تتيحه,3
تحميله,3
سيراليون,3
تنزيله,3
يستدعيه,3
جانبان,3
منفصلين,3
لكتابين,3
تمجدها,3
سارد,3
سريا,3
تاقلم,3
مسارين,3
واتبعت,3
تعمير,3
كفرعين,3
تخاطبها,3
للمجتهدين,3
اعربوا,3
تجميعيه,3
للفاعلين,3
يمتلكن,3
نفع,3
تتولاه,3
قابلين,3
ومواطنين,3
تعاملاته,3
يؤثرون,3
تاخير,3
يشاؤون,3
يريدون,3
ترسيخه,3
وتزايدت,3
يستغني,3
تحوير,3
سياقاتهم,3
تضييع,3
تفرده,3
يؤرخان,3
تاخذها,3
يحاولون,3
تماميتها,3
تقدميه,3
يعطيه,3
انشغلت,3
لعزالدين,3
ينصرف,3
يخرق,3
عطلت,3
يرمون,3
يهمنا,3
والتحصين,3
دعوا,3
تباعا,3
حاملين,3
استرجعت,3
تقريبها,3
توسيعها,3
نسيجها,3
تتجدد,3
للمفكرين,3
وتباينا,3
كرمان,3
اقتران,3
بالمفاوضين,3
احتلوا,3
دارون,3
تحقيب,3
والضمان,3
عيون,3
وتعمقت,3
ليخلقوا,3
لجاوا,3
يعبرون,3
علمت,3
تضيق,3
يحسب,3
لديكارت,3
ناضب,3
تتنازع,3
يتناوله,3
يتناولان,3
يعتريها,3
تبلورها,3
تتمتعان,3
للاعلاميين,3
وازدهرت,3
سعاده,3
سينعكس,3
سيدا,3
والمراهقين,3
وتطرقت,3
تخصصت,3
يتكاملان,3
توفق,3
يستعصي,3
والزنا,3
تسلسلا,3
سطوه,3
اتخذوا,3
تختبر,3
يجزم,3
وحظيت,3
توج,3
والبروتستانت,3
تطوراته,3
عباسيين,3
تستقر,3
ينهي,3
مواقفنا,3
يحددوا,3
ساتناول,3
تجبر,3
اكتشفت,3
راحت,3
تعتزم,3
نكتفي,3
تسبيق,3
يتبدل,3
سال,3
تفريق,3
تبعيته,3
ينقضي,3
تراضي,3
واخترت,3
تسكن,3
واعلان,3
تغلبا,3
تقفز,3
يرويه,3
مترجمنا,3
بالمحامين,3
توطنت,3
اوطان,3
يعانيها,3
سنين,3
يلمح,3
تلامس,3
تقريبيه,3
والرسامين,3
وجونسون,3
تهفو,3
مجانا,3
يثور,3
تحولاتها,3
زبون,3
وتقديرنا,3
تتناوله,3
رسمت,3
يؤدون,3
يجز,3
توطنتها,3
لليقين,3
تنتقد,3
تتخلي,3
بالوان,3
تصاعدا,3
تحميهم,3
تكافلي,3
للعناوين,3
نبهنا,3
تسد,3
سلاسه,3
وصوت,3
واستبيانا,3
تنصب,3
وحرمان,3
تدمر,3
تدوينها,3
للبلدين,3
تواريخ,3
تحفيزها,3
اثبتنا,3
وحققت,3
يعهد,3
فاقت,3
مجرمين,3
والعامريين,3
تناوبت,3
يزعم,3
ووجدان,3
وتخصصت,3
للبصريين,3
يكتفي,3
سلميا,3
يده,3
يستفاد,3
ولسان,3
يسطرون,3
توجههم,3
ويستعين,3
متعلمين,3
موروثنا,3
تنفس,3
تفصح,3
للروايتين,3
يخلقها,3
وقعوا,3
وسعوا,3
واشتهرت,3
وبنت,3
سريري,3
سئل,3
تتجذر,3
بدت,3
تصبوا,3
تركيبتها,3
تعطني,3
يقوله,3
وتوصلوا,3
اخصائيين,3
سببت,3
رفعت,3
ينادي,3
تكتبه,3
يشيران,3
تشتغل,3
سترانسبورغ,3
سنتكلم,3
سيطر,3
واجروا,3
ستظل,3
يقدرون,3
تشتبك,3
تحويه,3
يتقيدون,3
تكلفته,3
سبينوزا,3
تحضيرها,3
والزمكان,3
يتكبدها,3
ساكن,3
نواياهم,3
تهكميه,3
لتشتيت,3
تمردوا,3
موضوعين,3
تمتعت,3
تستخدمه,3
بمدين,3
تشابها,3
وانا,3
والهوان,3
بالحنين,3
صورت,3
تراع,3
يستكتب,3
تانيث,3
للمتحدثين,3
يجتهد,3
ضمنت,3
تحديها,3
يختم,3
تترابط,3
تجعلنا,3
وتتكون,3
يطلقها,3
يوشك,3
توثيقي,3
يوزع,3
يحياتن,3
يقفون,3
تسخيره,3
تجمعها,3
ومنحت,3
تاديبي,3
انجزت,3
وشغلت,3
طلبت,3
شفدت,3
مدونا,3
نعطي,3
قصدنا,3
للاحسان,3
اتبعوا,3
تختزل,3
اعين,3
دامت,3
امتنا,3
تبسيطه,3
نهض,3
تضاربت,3
يحكي,3
تفحصا,3
يعقل,3
وقسموا,3
بالزوجين,3
تعسفها,3
يتداخلان,3
اساءت,3
تصوراتها,3
نفقته,3
يجبر,3
تتاخر,3
تحسنت,3
يوقف,3
زاحمت,3
يبشر,3
يرجو,3
تصنعه,3
والدارسون,3
للعيان,3
تجريب,3
يقم,3
يمسها,3
تنشد,3
نضع,3
يهدفان,3
واجتماعيين,3
تعكف,3
تضخيم,3
اعلنت,3
ومفتشين,3
تهجير,3
يامن,3
تجربتين,3
وتحملت,3
تشابكها,3
فعالين,3
يتلقين,3
للسلطان,3
والتامين,3
واهريمان,3
يربو,3
والمرقين,3
ميت,3
نفيس,3
للكثيرين,3
بتثمين,3
لفتت,3
للمترشحين,3
تنزيل,3
سنتعرض,3
تاديته,3
يجلي,3
تجنبه,3
تؤكده,3
جوان,3
ضربين,3
يعاب,3
ترافقها,3
بالبت,3
يختلج,3
متداخلان,3
تخفض,3
استحدثت,3
لغويينا,3
والفنيين,3
تقام,3
تعقب,3
ليختتم,3
وتسربت,3
اوجدوا,3
تعرضنا,3
توليف,3
تحوليه,3
قانونيتين,3
والمؤمنين,3
والحيوان,3
ترابطيه,3
بومدين,3
تزفطان,3
وقانونيين,3
تقصيد,3
وبداوا,3
يتحملون,3
يرتقيا,3
متبعين,3
يظهران,3
سدا,3
تحلم,3
سينتج,3
للعرفان,3
للمظلومين,3
وتتم,3
تحديثها,3
شئون,3
يرتفع,3
للمؤمنين,3
تكتبها,3
ووضعوا,3
وثلاثين,3
تعاونت,3
والفاتحين,3
ختمت,3
والاعوان,3
دولتين,3
تسهيلها,3
وسبعين,3
تزيينيه,3
كلينتون,3
جاكوبسون,3
والحديثين,3
دونت,3
تواجدها,3
تقصيره,3
والمعنويين,3
بالضمان,3
بالتدخين,3
تقبلهم,3
وجان,3
يؤهلها,3
تيسيريه,3
ادبيان,3
فنان,3
امتحنت,3
بحثوا,3
تولاها,3
للمدرسين,3
وبذلوا,3
يردع,3
سنحدد,3
سنبرز,3
يخوله,3
يتمتعوا,3
وارجلان,3
قيموا,3
تاديبا,3
تنظيريه,3
ذهبوا,3
تطلع,3
يلزمها,3
مختارتين,3
كاليتين,3
والمستعملين,3
للمقاولين,3
تريبس,3
للسياسيين,3
تحالف,3
تتغيا,3
ومؤقت,3
يقومان,3
نظاميه,3
تدن,3
مدارسنا,3
تذهب,3
يماثله,3
تقسيماتها,3
سنقارن,3
فرسان,3
يفهمه,3
للبالغين,3
والبرلمان,3
اضطلعت,3
تدريسهم,3
مؤلفين,3
نفوسه,3
نمطه,3
دافعت,3
تنقلنا,3
تعارضها,3
تندثر,3
نفحص,3
تلمس,3
تؤت,3
تعرفه,3
نزيف,3
ترجح,3
خاضوا,3
نشطين,3
كمشاركين,3
متون,3
يفسح,3
مستهلكين,3
توافره,3
تواشجها,3
ترفعه,3
يتعاقد,3
واوزان,3
وتثمين,3
يسلكها,3
تتعقد,3
تلاقح,3
تلاشي,3
والمنفذين,3
اتهموا,3
للاسماعيليين,3
تلافي,3
تجاوزوا,3
وحافظت,3
نحتاج,3
شاعت,3
ويصون,3
دافعين,3
تنمويين,3
وبحثت,3
تبحر,3
شرطين,3
تجسير,3
توالت,3
اوقفوا,3
يقولون,3
والاطمئنان,3
تظافرت,3
ترتبها,3
والراجلين,3
تبعد,3
يدعمها,3
لبلدان,3
وركزوا,3
تدريسهما,3
تغيره,3
جمعنا,3
تشوبها,3
وارتقت,3
نورمبرغ,3
تمخضت,3
سرع,3
يعلق,3
متلقين,3
يبتكر,3
توقيفي,3
وتشعبت,3
عمراقيت,3
يحققها,3
ارتقت,3
تكوينا,3
يحتويها,3
شنت,3
يناهض,3
يدار,3
انتباهنا,3
وتراوحت,3
تبلغه,3
تلفزيونيه,3
يتطلبان,3
تباينه,3
يومي,3
ستار,3
غزوا,3
للارشيفيين,3
متناقضتين,3
تفرق,3
والزيت,3
كعاملين,3
نفوذا,3
سلطتهما,3
تكليفها,3
يملكها,3
تنفيرهم,3
توصيله,3
تلقاه,3
تعبدي,3
ساعدوا,3
سببها,3
والاخت,3
ومتداخلتين,3
يعفيها,3
عدلت,3
ينير,3
لعلنا,3
تنمي,3
تعذيب,3
تطال,3
يصاحبه,3
نستهدف,3
والمران,3
ينميها,3
يتحصل,3
سري,3
عمليتان,3
تكتنفها,3
محاولتنا,3
يتصرف,3
نير,3
تحويلهم,3
سرديتها,3
يقودنا,3
حطين,3
تناقلتها,3
وتجسدت,3
تتيكا,3
فوجدت,3
ساير,3
نكايه,3
يسبقه,3
تحسم,3
سيرها,3
تخييلي,3
حجبت,3
يجريها,3
يدرج,3
ستدرس,3
نعرج,3
للقاصرين,3
يشمله,3
واثنتين,3
ديالكروا,3
خاضت,3
خريجين,3
تاث,3
يزالون,3
تجنيها,3
كوسيلتين,3
واعيين,3
تعجيزيه,3
نقرا,3
توتير,3
هامين,3
يؤول,3
تكبدوها,3
وظيفتنا,3
يصدق,3
والصوامت,3
يروي,3
امرين,3
متقنا,3
لاختم,3
تمتعها,3
تمكينيه,3
لاعلان,3
لانسان,3
تنشئ,3
مشحون,3
تاليفهم,3
نخلص,3
تبنينا,3
فالعنوان,3
كبتت,3
عارضت,3
وغانا,3
والهيجان,3
يعفيه,3
تفرع,3
يهمل,3
واللذان,3
تتعاضد,3
يضعون,3
تاركه,3
يدره,3
مهنيين,3
تمسكه,3
اضرت,3
والالوفون,3
باشرت,3
يتداول,3
للشؤون,3
ساعدهم,3
سطره,3
تضافرت,3
يتفاعلون,3
يمكنهن,3
تثوير,3
لتراثنا,3
وستين,3
نستنطق,3
رتبطت,3
هاهنا,3
تعهدا,3
وثابت,3
تجليا,3
تفني,3
فكرنا,3
تندمج,3
نسخته,3
تلقائي,3
عانين,3
للمثقفين,3
للمحققين,3
تكللت,3
تراجمه,3
موضوعنا,3
عادوا,3
مفاهيمنا,3
مستقلتين,3
لعينتين,3
زودتنا,3
والتخزين,3
اغارت,3
فتعددت,3
جبين,3
واستهدفت,3
خدمتين,3
تتاح,3
رؤيتنا,3
تقيدها,3
تصورهم,3
سوسيوقيميه,3
اخترقت,3
يتابعون,3
ينفلت,3
للموثقين,3
تقترن,3
تجنبا,3
يقابله,3
وفضحت,3
يغاير,3
بارزان,3
فصيلتين,3
تشاركي,3
والمجرمين,3
وموباسان,3
مؤسساتنا,3
تمنعها,3
مدعومين,3
مشاعرنا,3
تدعمه,3
لوجداننا,3
يتيحها,3
تقابلي,3
تخطيطها,3
يوفران,3
افردت,3
والمتمدرسين,3
لسليمان,3
تطويرا,3
تحييد,3
منفذين,3
تخيليه,3
تشكيلاتها,3
مظهرين,3
مجبرين,3
عاطلين,3
سيسلط,3
والمسكوت,3
والاسلوبيين,3
يجتذب,3
عرضنا,3
توفيره,3
سحب,3
تنقيحها,3
والتموين,3
نسف,3
تضامها,3
تخاطبي,3
يستثن,3
منتخبين,3
يعالجها,3
خدمت,3
جاءوا,3
تمثلتها,3
يروج,3
تحركاتهم,3
ناقل,3
ناقشها,3
بدانا,3
يصلون,3
يحرك,3
تقريرا,3
للمهندسين,3
ومحامين,3
يدون,3
تعريضهم,3
ينعم,3
تناقص,3
سوقا,3
تماطل,3
اريمان,3
تنتعش,3
يشابه,3
تمبكتو,3
يعلو,3
يعيشوا,3
نصره,3
واتقنوا,3
تصفيه,3
ولاعبين,3
نخرج,3
تديرها,3
تعويضهم,3
نكران,3
تتخبط,3
تضطر,3
يغدو,3
ترابطهما,3
فصارت,3
استعرضنا,3
سنغاي,3
وزنا,3
اقامت,3
يختارون,3
نكروما,3
تتحري,3
تنل,3
امران,3
تاويلا,3
لتحيين,3
يزاوج,3
تسامحا,3
يجمعهم,3
واركان,3
تعلقا,3
وعادوا,3
يقينيه,3
تطغي,3
تلقيهم,3
توحد,3
يستحقها,3
ترويح,3
يستثني,3
وافغانستان,3
سالت,3
وتضمين,3
تمحي,3
ديوانا,3
مواطنين,3
نقيضين,3
تفضيليه,3
نظرنا,3
تهمش,3
تمويلا,3
توقفت,3
تتنفس,3
تبنته,3
تفقس,3
ولون,3
يتعايش,3
ويختلفون,3
يجلس,3
يسكن,3
اشرفت,3
لغتنا,3
سهلا,3
وارتبطت,3
يرسلون,3
تتحمله,3
يعتز,3
حدت,3
يوصل,3
تصدع,3
مجسدين,3
تنبعث,3
تسوده,3
يحفل,3
حفلت,3
نتذكر,3
يعوقه,3
يستخدمان,3
تاويلاته,3
متصلين,3
حربين,3
اوزان,3
تستقبل,3
والمفتين,3
تحليلهم,3
يلحقه,3
خصصنا,3
واصلت,3
تخصصي,3
دراستين,3
سميت,3
تنازليا,3
توابع,3
للتلوين,3
نقيه,3
وقادت,3
فالدين,3
تبعيتها,3
يوفق,3
تعقيداته,3
يعتمدان,3
بارزتان,3
ظاهرتان,3
تغن,3
سطرتها,3
مصطلحين,3
لسنا,3
ناشئ,3
مرقون,3
يساهمون,3
صمت,3
سماء,3
للثابت,3
تلافيف,3
واختبرت,3
تشعب,3
مهمتين,3
تتمه,3
ترسيم,3
مكلوهان,3
مرخصين,3
بالباحثين,3
ولدت,3
والمتون,3
مبينين,3
تتجاذبها,3
يوليه,3
اوردت,3
تلقته,3
يخضون,3
تعديه,3
تعي,3
والاجتماعيين,3
تعميمه,3
تناميا,3
تتكشف,3
ارسلت,3
فضلت,3
تقلباته,3
استبدلت,3
وتاسست,3
تشخيصا,3
علاقاتنا,3
والالبان,3
اتيان,3
تشتريها,2
وقدرنا,2
تمضي,2
بالصوت,2
تفاديا,2
تركزها,2
سنعرضه,2
فين,2
تغييره,2
نقدهما,2
وتقدمت,2
والمتعلمون,2
عاملان,2
